,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,status
7208,4280.0,3982.56,4264.1,4119.49,4333.33,4597.95,4042.05,4618.97,4205.13,4221.03,4211.79,4283.59,4592.82,4351.79,1
7209,4270.26,3976.92,4256.92,4109.23,4330.26,4600.0,4044.1,4620.0,4197.44,4213.85,4209.23,4277.44,4590.77,4340.0,1
7210,4264.1,3973.33,4248.21,4106.15,4331.79,4602.56,4043.59,4619.49,4201.54,4213.33,4206.15,4277.44,4587.18,4337.95,1
7211,4267.18,3974.87,4251.79,4108.21,4334.36,4602.05,4046.15,4622.56,4207.69,4218.46,4207.18,4280.51,4584.62,4341.54,1
7212,4271.28,3975.9,4261.03,4105.64,4332.82,4600.51,4048.21,4622.05,4204.1,4214.36,4207.69,4279.49,4582.05,4339.49,1
7213,4273.33,3976.41,4261.03,4108.72,4331.28,4597.44,4040.51,4613.85,4196.41,4209.23,4203.59,4274.87,4580.51,4335.9,1
7214,4271.79,3976.41,4252.82,4112.82,4329.23,4594.36,4034.87,4613.33,4197.95,4210.77,4194.87,4268.21,4577.44,4331.79,1
7215,4268.21,3976.41,4247.69,4111.28,4328.21,4595.9,4039.49,4619.49,4208.72,4215.38,4191.79,4264.1,4574.87,4330.77,1
7216,4268.21,3973.85,4248.21,4109.23,4331.28,4601.03,4040.51,4616.41,4212.82,4217.44,4201.03,4268.21,4579.49,4335.9,1
7217,4271.28,3971.28,4249.23,4108.21,4331.79,4602.05,4038.97,4614.36,4207.69,4217.95,4206.15,4274.87,4584.62,4337.44,1
7218,4272.31,3975.9,4249.23,4111.79,4328.21,4600.51,4043.59,4616.92,4202.05,4217.44,4203.08,4273.33,4586.67,4340.0,1
7219,4276.41,3982.56,4254.87,4113.85,4328.72,4599.49,4045.13,4617.44,4202.56,4215.9,4205.64,4273.85,4591.28,4348.72,1
7220,4283.59,3980.51,4264.1,4112.31,4336.41,4600.0,4038.46,4621.54,4206.67,4220.51,4211.28,4281.54,4596.92,4353.33,1
7221,4282.56,3983.59,4264.1,4114.87,4337.44,4604.62,4038.97,4626.67,4210.26,4226.67,4211.28,4281.03,4598.46,4347.69,1
7222,4274.36,3986.15,4251.79,4120.0,4331.28,4610.77,4047.69,4627.18,4208.21,4223.08,4207.18,4273.85,4592.82,4342.05,1
7223,4271.28,3982.05,4247.18,4120.0,4330.26,4608.72,4047.18,4624.1,4206.15,4221.54,4207.69,4273.33,4591.79,4343.08,1
7224,4275.9,3983.59,4257.44,4120.0,4333.33,4600.0,4043.59,4623.08,4210.26,4230.26,4212.31,4278.97,4599.49,4345.64,1
7225,4277.95,3984.62,4263.08,4122.56,4331.28,4594.87,4042.56,4622.56,4208.72,4228.21,4212.82,4280.51,4600.0,4345.64,1
7226,4274.87,3981.54,4258.97,4121.54,4327.18,4594.36,4042.05,4618.97,4201.03,4217.95,4207.69,4276.92,4591.28,4342.56,1
7227,4275.9,3982.05,4256.92,4120.51,4329.23,4596.41,4042.56,4617.44,4194.87,4215.9,4203.08,4274.36,4588.72,4343.08,1
7228,4274.36,3984.1,4251.79,4116.41,4329.23,4598.97,4041.54,4618.46,4192.31,4213.33,4199.49,4271.79,4588.21,4342.05,1
7229,4269.74,3980.0,4245.64,4114.36,4326.67,4598.97,4037.95,4615.38,4194.87,4208.72,4195.9,4272.31,4584.62,4340.0,1
7230,4270.77,3978.97,4252.82,4120.51,4329.74,4600.51,4038.46,4613.85,4201.54,4214.87,4201.03,4278.97,4588.72,4343.08,1
7231,4276.41,3984.62,4265.13,4123.59,4329.74,4602.56,4044.1,4622.56,4208.21,4221.03,4203.59,4279.49,4590.77,4344.62,1
7232,4277.95,3985.13,4264.62,4122.05,4325.64,4600.0,4047.69,4628.72,4207.69,4216.41,4200.0,4276.92,4586.15,4342.05,1
7233,4272.82,3978.46,4256.41,4121.54,4324.62,4597.95,4050.26,4627.69,4208.21,4214.87,4200.51,4277.95,4581.54,4336.92,1
7234,4264.1,3973.85,4250.26,4120.0,4326.15,4599.49,4053.85,4628.72,4210.77,4221.03,4205.64,4275.9,4581.03,4333.33,1
7235,4263.08,3981.03,4249.74,4118.97,4328.21,4602.56,4050.77,4626.15,4205.13,4221.03,4205.64,4273.85,4584.62,4334.87,1
7236,4268.21,3989.23,4254.36,4122.05,4335.9,4608.21,4046.15,4621.03,4202.05,4220.51,4204.62,4275.9,4587.69,4336.92,1
7237,4271.79,3989.23,4261.54,4122.56,4339.49,4611.28,4051.79,4625.13,4211.79,4225.64,4207.69,4280.0,4588.21,4337.95,1
7238,4276.92,3993.85,4264.62,4122.56,4336.92,4607.69,4056.41,4630.26,4217.95,4226.15,4207.69,4282.05,4591.28,4340.51,1
7239,4280.51,3996.41,4258.97,4124.1,4336.41,4604.62,4052.82,4625.64,4209.74,4222.05,4205.64,4277.95,4591.79,4337.95,1
7240,4275.38,3990.77,4249.23,4122.56,4336.41,4607.18,4051.28,4621.54,4207.18,4223.08,4204.1,4270.26,4587.69,4329.74,1
7241,4269.23,3987.69,4243.08,4115.9,4336.41,4613.85,4054.87,4623.59,4206.15,4220.0,4200.51,4266.67,4584.1,4325.64,1
7242,4267.69,3987.69,4240.51,4109.23,4335.9,4614.36,4054.87,4620.51,4197.44,4210.77,4197.44,4265.13,4581.03,4325.64,1
7243,4268.21,3982.56,4240.51,4106.15,4331.79,4606.67,4055.9,4616.92,4197.95,4212.82,4200.51,4265.64,4585.13,4330.26,1
7244,4270.26,3978.97,4243.59,4105.13,4327.18,4604.62,4058.46,4619.49,4202.56,4218.46,4205.13,4268.72,4591.79,4335.38,1
7245,4277.44,3985.13,4246.67,4102.05,4328.21,4607.69,4053.85,4615.9,4197.44,4213.85,4203.08,4268.21,4588.21,4335.38,1
7246,4281.03,3988.72,4246.15,4101.03,4326.15,4604.62,4047.69,4607.18,4192.82,4207.18,4199.49,4266.15,4581.54,4333.85,1
7247,4278.46,3986.15,4248.21,4102.56,4323.08,4598.97,4049.23,4610.26,4203.08,4215.9,4201.03,4267.18,4583.59,4337.44,1
7248,4279.49,3989.23,4244.62,4101.54,4329.23,4601.54,4054.36,4618.97,4211.79,4232.31,4208.72,4269.74,4593.85,4344.62,1
7249,4279.49,3989.74,4234.87,4101.03,4332.31,4607.18,4057.95,4622.56,4214.36,4234.36,4214.87,4273.85,4601.54,4347.18,1
7250,4276.92,3986.67,4234.87,4104.1,4329.74,4608.72,4061.54,4625.64,4217.95,4230.77,4213.33,4273.33,4598.97,4343.59,1
7251,4276.41,3987.18,4243.59,4106.15,4330.77,4606.15,4061.54,4624.62,4214.36,4233.85,4211.28,4270.77,4596.92,4342.56,1
7252,4277.44,3990.26,4247.18,4107.18,4330.26,4602.05,4056.92,4616.41,4204.62,4233.85,4214.36,4275.38,4602.05,4348.21,1
7253,4276.92,3987.69,4246.67,4104.62,4321.03,4599.49,4053.33,4615.38,4201.54,4223.59,4212.31,4277.44,4598.97,4347.69,1
7254,4274.87,3982.56,4241.54,4096.92,4320.51,4603.08,4054.87,4624.62,4211.79,4223.08,4205.13,4270.26,4592.31,4341.03,1
7255,4274.36,3983.08,4233.85,4095.9,4329.74,4611.79,4061.03,4629.74,4212.31,4227.69,4204.62,4264.62,4592.82,4341.54,1
7256,4278.46,3990.26,4236.92,4103.59,4334.87,4610.77,4060.0,4623.08,4202.05,4223.59,4210.77,4267.18,4596.92,4351.79,1
7257,4291.79,4001.03,4250.26,4112.82,4335.38,4607.18,4055.38,4615.38,4200.51,4223.08,4214.87,4274.87,4602.56,4360.0,1
7258,4296.41,4001.54,4257.44,4118.97,4336.41,4611.28,4061.03,4615.38,4206.15,4226.15,4210.77,4278.46,4602.56,4356.41,1
7259,4291.28,3994.87,4261.54,4120.0,4334.87,4615.9,4070.77,4620.0,4207.69,4222.56,4207.18,4274.36,4591.79,4349.74,1
7260,4288.21,3992.31,4262.05,4117.95,4332.82,4616.41,4072.31,4621.54,4203.59,4218.46,4207.18,4273.33,4584.62,4346.15,1
7261,4287.18,3994.36,4255.9,4116.92,4334.87,4616.92,4069.23,4621.54,4204.1,4220.51,4206.67,4271.28,4588.21,4345.13,1
7262,4285.13,4000.51,4248.72,4118.97,4334.87,4615.9,4069.23,4622.56,4208.21,4224.62,4206.15,4263.59,4593.85,4347.18,1
7263,4287.18,4004.62,4250.26,4120.0,4333.33,4614.87,4068.72,4623.08,4209.74,4229.23,4209.74,4264.1,4597.44,4352.31,1
7264,4287.69,3998.97,4253.85,4116.92,4330.77,4614.87,4067.18,4618.46,4202.56,4226.15,4211.28,4271.28,4598.46,4352.82,1
7265,4278.97,3988.21,4249.74,4108.21,4325.64,4611.79,4065.64,4614.87,4197.95,4214.87,4205.13,4271.79,4592.82,4343.08,1
7266,4272.82,3986.15,4246.15,4105.13,4326.15,4608.21,4059.49,4611.79,4201.03,4213.85,4201.03,4268.21,4586.67,4338.97,1
7267,4277.44,3989.74,4249.74,4108.72,4331.79,4606.15,4051.28,4608.72,4200.51,4221.54,4205.64,4265.64,4591.28,4344.62,1
7268,4277.95,3986.67,4244.62,4109.74,4329.74,4608.72,4054.87,4610.77,4193.33,4218.97,4204.1,4261.03,4589.74,4338.46,1
7269,4266.67,3979.49,4229.23,4106.15,4322.56,4610.77,4063.08,4612.31,4190.77,4208.21,4192.82,4249.23,4576.92,4325.64,1
7270,4266.67,3985.13,4229.74,4106.15,4326.67,4607.18,4065.13,4614.87,4203.59,4213.85,4194.36,4247.69,4579.49,4331.79,1
7271,4281.54,4000.0,4241.54,4116.92,4333.33,4607.69,4064.62,4622.56,4220.51,4232.31,4209.23,4263.08,4595.38,4348.72,1
7272,4284.62,4002.05,4237.95,4117.44,4327.69,4611.79,4065.13,4628.21,4222.56,4238.97,4213.85,4268.21,4600.0,4346.67,1
7273,4272.31,3992.82,4228.72,4105.64,4321.54,4608.21,4058.97,4623.08,4207.69,4226.67,4204.1,4255.9,4591.79,4333.33,1
7274,4265.13,3989.23,4230.26,4104.1,4319.49,4603.08,4051.79,4610.26,4193.85,4214.36,4194.87,4251.28,4583.08,4329.74,1
7275,4267.18,3987.69,4236.92,4109.74,4318.46,4602.56,4054.36,4607.69,4195.38,4210.26,4188.21,4257.95,4573.33,4333.85,1
7276,4271.28,3984.1,4239.49,4108.21,4319.49,4603.08,4058.46,4611.79,4196.41,4206.67,4188.21,4263.08,4573.85,4337.44,1
7277,4276.41,3987.18,4238.97,4105.13,4321.03,4604.62,4056.41,4613.85,4194.87,4213.33,4200.51,4265.64,4588.21,4342.05,1
7278,4281.54,3992.82,4240.0,4105.64,4322.05,4609.23,4061.03,4616.92,4199.49,4224.1,4211.28,4265.64,4595.38,4348.72,1
7279,4287.18,3993.85,4245.64,4107.69,4325.64,4613.85,4072.82,4620.51,4206.67,4225.64,4214.36,4266.67,4596.41,4355.38,1
7280,4290.26,3990.26,4250.77,4108.21,4328.72,4614.87,4074.36,4621.03,4211.28,4224.1,4213.33,4270.26,4602.05,4354.36,1
7281,4285.13,3986.67,4245.64,4105.13,4327.69,4613.33,4066.67,4622.05,4215.9,4232.31,4211.79,4269.23,4604.1,4346.67,1
7282,4277.95,3987.18,4236.41,4104.62,4327.18,4612.31,4062.56,4623.08,4212.82,4236.92,4207.69,4264.62,4596.92,4341.03,1
7283,4274.36,3988.72,4236.92,4106.67,4327.69,4612.82,4065.13,4625.13,4214.36,4230.77,4208.21,4263.08,4596.41,4345.64,1
7284,4283.59,3990.77,4250.77,4106.67,4331.79,4612.82,4069.23,4629.23,4220.0,4234.36,4217.95,4270.77,4606.67,4356.41,1
7285,4296.41,3993.33,4262.05,4113.33,4333.85,4612.82,4070.26,4623.59,4203.59,4232.31,4217.95,4277.44,4604.1,4357.95,1
7286,4300.51,3995.9,4263.59,4118.46,4330.26,4612.31,4067.69,4616.92,4194.36,4217.44,4208.72,4275.38,4595.9,4354.87,1
7287,4295.38,3994.36,4261.54,4110.77,4329.74,4616.41,4072.31,4627.18,4209.23,4214.36,4205.13,4273.85,4596.41,4353.33,1
7288,4288.72,3989.74,4252.31,4107.18,4334.36,4623.08,4082.05,4635.38,4216.41,4224.62,4206.15,4275.38,4595.38,4351.28,1
7289,4289.23,3993.33,4250.77,4116.41,4337.44,4621.03,4078.46,4630.77,4213.85,4229.74,4208.72,4278.46,4594.87,4356.41,1
7290,4294.87,4004.1,4262.56,4126.67,4340.0,4616.92,4073.85,4628.21,4217.95,4234.36,4216.92,4281.03,4603.59,4364.1,1
7291,4301.03,4011.79,4270.77,4132.82,4343.59,4623.08,4084.1,4630.77,4218.46,4242.56,4225.64,4283.59,4614.36,4369.74,1
7292,4306.67,4011.79,4268.21,4139.49,4346.67,4629.74,4088.72,4630.77,4221.03,4250.26,4230.26,4290.26,4620.51,4375.9,1
7293,4309.23,4008.21,4266.67,4136.92,4344.62,4624.62,4080.0,4630.77,4224.62,4253.85,4232.82,4293.33,4624.1,4374.36,1
7294,4302.05,4003.59,4260.0,4126.15,4338.46,4619.49,4072.31,4629.74,4221.03,4250.26,4229.23,4284.62,4618.97,4360.51,1
7295,4293.33,4001.03,4248.21,4120.51,4336.41,4623.08,4070.77,4630.77,4223.59,4245.13,4224.1,4273.33,4612.31,4353.33,1
7296,4294.36,3999.49,4251.28,4120.0,4336.92,4625.64,4070.26,4631.79,4225.64,4243.08,4222.56,4272.31,4611.79,4358.46,1
7297,4298.46,4001.54,4262.56,4123.08,4335.9,4621.03,4070.77,4625.64,4214.36,4235.9,4217.95,4273.33,4608.72,4362.05,1
7298,4301.03,4007.18,4265.64,4126.15,4334.87,4617.95,4070.26,4615.9,4205.13,4229.23,4211.79,4275.38,4604.1,4363.59,1
7299,4303.08,4006.67,4265.13,4126.67,4335.38,4619.49,4068.72,4614.36,4202.56,4227.69,4213.33,4282.56,4606.15,4364.62,1
7300,4298.97,4001.03,4265.13,4123.59,4330.26,4617.44,4068.72,4616.92,4201.03,4224.62,4209.74,4281.54,4605.13,4355.38,1
7301,4286.67,3997.44,4261.03,4120.0,4323.59,4613.33,4069.23,4616.92,4203.08,4220.51,4198.97,4270.26,4592.31,4343.59,1
7302,4282.56,3996.41,4258.97,4121.54,4328.72,4614.87,4067.18,4618.97,4209.23,4220.0,4197.95,4266.67,4585.13,4346.67,1
7303,4290.26,3996.41,4261.54,4125.64,4334.87,4618.46,4067.69,4624.62,4210.77,4224.1,4204.62,4276.41,4592.82,4355.9,1
7304,4292.82,3998.46,4260.51,4124.62,4331.79,4618.46,4066.15,4623.08,4207.69,4230.77,4211.79,4281.03,4602.56,4355.38,1
7305,4292.31,4003.08,4261.54,4124.62,4333.33,4616.41,4058.46,4614.87,4206.15,4233.33,4219.49,4277.95,4605.64,4355.9,1
7306,4298.46,4006.15,4266.67,4132.82,4337.95,4615.9,4056.92,4618.46,4214.87,4237.95,4225.13,4279.49,4608.72,4363.08,1
7307,4303.08,4008.21,4268.21,4138.97,4339.49,4618.46,4062.05,4627.69,4223.08,4249.23,4227.69,4283.59,4619.49,4369.74,1
7308,4306.15,4010.77,4270.26,4137.95,4340.51,4622.56,4064.1,4625.13,4221.03,4252.82,4232.82,4288.72,4629.74,4376.41,1
7309,4311.79,4011.79,4276.41,4136.92,4339.49,4623.59,4066.67,4622.05,4222.05,4246.67,4230.26,4291.79,4625.64,4378.46,1
7310,4314.36,4011.28,4280.0,4138.97,4337.44,4622.56,4069.23,4623.59,4221.03,4241.54,4224.1,4292.82,4620.51,4377.44,1
7311,4311.79,4011.28,4278.97,4137.95,4335.9,4618.46,4062.56,4616.41,4201.03,4235.38,4225.13,4288.21,4622.56,4372.31,1
7312,4305.64,4007.18,4270.77,4131.79,4330.26,4608.21,4056.92,4608.72,4187.69,4225.64,4215.9,4276.92,4616.92,4362.05,1
7313,4296.92,4001.54,4263.08,4131.28,4324.62,4602.05,4055.9,4610.77,4191.79,4216.92,4203.08,4270.26,4604.62,4358.46,1
7314,4292.31,3998.46,4261.54,4131.28,4326.67,4606.15,4053.33,4611.79,4196.92,4212.82,4203.08,4271.28,4602.56,4358.97,1
7315,4287.18,3996.41,4261.03,4126.67,4330.26,4611.28,4053.85,4612.31,4205.64,4218.46,4205.64,4270.26,4604.1,4353.85,1
7316,4280.0,3993.85,4258.46,4128.72,4332.31,4614.36,4058.46,4617.95,4214.36,4227.69,4201.03,4267.69,4598.46,4346.67,1
7317,4278.46,3990.77,4258.97,4132.31,4333.33,4618.97,4061.54,4621.54,4212.82,4225.64,4195.9,4266.15,4590.77,4342.56,1
7318,4281.54,3991.79,4261.54,4128.72,4329.23,4619.49,4061.54,4618.46,4207.18,4222.56,4196.92,4265.64,4589.23,4344.1,1
7319,4287.18,3996.92,4261.54,4131.28,4326.67,4615.38,4057.95,4613.85,4202.05,4227.69,4202.05,4270.77,4594.87,4350.77,1
7320,4294.87,3998.46,4267.18,4140.51,4328.72,4609.74,4051.28,4613.85,4204.62,4233.85,4212.82,4280.51,4602.05,4359.49,1
7321,4298.97,3998.46,4274.36,4140.51,4329.74,4605.64,4051.79,4615.9,4212.31,4239.49,4220.0,4285.64,4606.67,4365.13,1
7322,4296.92,4000.0,4269.74,4136.92,4330.26,4611.79,4057.44,4613.85,4207.69,4241.03,4215.9,4285.13,4607.69,4362.05,1
7323,4293.85,4000.51,4261.03,4136.41,4332.31,4616.92,4057.95,4612.31,4203.59,4234.87,4208.21,4277.95,4601.03,4352.31,1
7324,4292.31,3998.97,4262.05,4137.95,4333.33,4614.87,4057.95,4615.9,4212.31,4229.23,4209.23,4275.38,4595.38,4353.33,1
7325,4291.28,4002.05,4266.15,4138.97,4333.85,4619.49,4057.95,4614.87,4206.15,4224.62,4210.77,4280.51,4599.49,4356.41,1
7326,4289.74,4005.13,4262.05,4136.92,4334.87,4625.64,4055.9,4610.77,4192.31,4218.97,4205.64,4275.9,4601.54,4350.26,1
7327,4291.79,4008.72,4261.54,4142.56,4335.9,4620.0,4052.31,4613.85,4202.05,4227.18,4210.77,4273.33,4603.08,4355.9,1
7328,4302.56,4014.36,4272.31,4152.31,4334.87,4610.77,4045.13,4613.85,4208.21,4240.0,4222.05,4286.67,4612.31,4368.72,1
7329,4309.74,4015.38,4278.97,4154.36,4335.9,4608.21,4043.08,4606.67,4194.87,4236.41,4219.49,4292.31,4615.38,4367.69,1
7330,4305.64,4018.46,4279.49,4155.38,4340.0,4612.31,4049.23,4606.67,4201.54,4233.33,4217.95,4286.67,4610.77,4366.67,1
7331,4303.59,4018.97,4276.92,4158.46,4342.56,4620.0,4054.87,4621.03,4225.64,4241.03,4222.05,4283.08,4612.82,4367.18,1
7332,4302.05,4009.74,4269.23,4150.77,4341.03,4625.64,4056.92,4629.23,4225.13,4240.51,4216.92,4277.44,4613.33,4358.97,1
7333,4298.46,4006.67,4266.15,4143.59,4338.46,4626.67,4056.41,4618.46,4204.62,4232.82,4209.23,4272.31,4608.72,4358.46,1
7334,4301.03,4011.79,4274.87,4150.77,4335.9,4623.08,4055.38,4607.69,4197.44,4232.31,4212.82,4278.97,4612.82,4366.15,1
7335,4305.64,4011.28,4282.05,4155.9,4335.38,4617.95,4054.87,4605.13,4198.97,4231.79,4217.95,4286.15,4617.44,4364.62,1
7336,4305.13,4008.21,4280.0,4152.82,4341.03,4620.0,4058.97,4604.62,4197.44,4225.64,4213.85,4284.1,4611.79,4359.49,1
7337,4303.59,4014.36,4280.51,4152.31,4344.1,4623.08,4060.51,4607.18,4195.9,4226.15,4213.85,4284.1,4610.26,4361.03,1
7338,4302.05,4018.46,4280.51,4154.36,4337.44,4618.97,4057.44,4613.85,4204.1,4231.28,4217.95,4284.62,4617.95,4364.1,1
7339,4301.03,4010.26,4279.49,4150.26,4332.31,4618.97,4058.97,4620.0,4214.36,4230.77,4215.9,4280.51,4616.92,4361.54,1
7340,4303.59,4008.21,4280.51,4144.62,4335.9,4621.54,4062.05,4621.03,4212.82,4231.79,4212.82,4280.0,4609.74,4358.46,1
7341,4298.97,4007.69,4274.36,4140.51,4332.82,4616.92,4059.49,4615.38,4207.69,4236.41,4212.82,4283.08,4608.21,4352.82,1
7342,4290.77,3995.38,4262.05,4131.79,4323.59,4612.31,4058.46,4614.87,4210.77,4231.28,4210.77,4280.51,4605.13,4351.28,1
7343,4293.33,3989.23,4261.54,4123.08,4326.67,4614.87,4062.05,4617.44,4206.15,4222.05,4208.72,4276.41,4603.08,4356.92,1
7344,4296.92,4000.0,4266.67,4122.56,4335.38,4621.54,4062.05,4613.33,4195.38,4224.62,4212.31,4276.92,4607.18,4356.41,1
7345,4292.82,4007.69,4256.92,4127.18,4334.87,4623.59,4058.97,4610.77,4200.0,4227.69,4212.82,4274.36,4607.69,4351.28,1
7346,4290.26,4005.13,4250.26,4125.64,4331.79,4620.0,4060.51,4613.85,4204.1,4224.62,4211.79,4271.79,4604.62,4355.9,1
7347,4294.36,4006.15,4259.49,4120.51,4333.33,4616.41,4061.03,4616.41,4198.46,4226.15,4216.92,4276.92,4611.28,4365.64,1
7348,4303.08,4010.77,4266.15,4125.64,4335.38,4612.31,4056.92,4614.36,4202.05,4234.36,4227.18,4284.62,4623.59,4372.82,1
7349,4311.79,4012.82,4267.18,4133.85,4335.9,4610.26,4052.82,4611.79,4210.77,4240.51,4233.33,4290.26,4629.23,4377.44,1
7350,4311.79,4011.79,4268.72,4129.23,4335.38,4613.33,4051.79,4612.82,4210.26,4240.0,4229.74,4289.23,4627.69,4377.44,1
7351,4309.23,4006.67,4265.64,4119.49,4331.79,4613.85,4049.23,4611.79,4205.64,4235.38,4226.67,4285.64,4623.59,4372.82,1
7352,4309.23,4004.62,4262.56,4120.0,4328.72,4611.79,4047.69,4602.56,4196.41,4228.72,4225.13,4287.18,4623.59,4371.79,1
7353,4305.64,4008.21,4267.18,4123.08,4332.31,4616.92,4054.36,4602.56,4195.38,4228.72,4221.03,4288.21,4626.67,4374.87,1
7354,4303.59,4007.18,4267.18,4122.05,4333.85,4620.51,4061.54,4615.38,4208.72,4232.82,4221.54,4286.15,4623.59,4372.82,1
7355,4301.54,4002.05,4261.54,4121.54,4330.26,4617.95,4061.03,4616.41,4206.67,4231.28,4219.49,4280.51,4614.87,4361.54,1
7356,4297.95,4004.1,4260.0,4122.05,4333.85,4621.54,4061.54,4611.28,4195.9,4226.67,4209.74,4273.85,4614.36,4357.44,1
7357,4298.97,4012.31,4263.59,4123.08,4337.95,4625.64,4065.13,4617.44,4202.05,4226.15,4208.21,4273.85,4619.49,4363.08,1
7358,4303.08,4012.82,4264.62,4122.56,4334.36,4620.51,4063.08,4623.08,4209.74,4232.31,4215.38,4278.97,4615.38,4362.56,1
7359,4302.56,4011.79,4265.64,4124.62,4335.38,4622.05,4059.49,4617.95,4209.23,4233.33,4211.79,4280.51,4608.72,4360.0,1
7360,4305.64,4016.41,4273.33,4133.85,4342.56,4628.72,4061.03,4614.36,4207.69,4229.23,4210.26,4280.0,4613.33,4365.64,1
7361,4312.31,4021.03,4280.0,4140.0,4344.1,4626.67,4061.54,4616.92,4207.18,4234.36,4218.46,4282.05,4620.0,4370.26,1
7362,4308.72,4021.54,4277.95,4137.44,4342.05,4622.56,4056.92,4614.36,4205.13,4244.62,4221.54,4284.1,4619.49,4369.23,1
7363,4307.69,4024.1,4277.44,4136.41,4345.13,4624.62,4054.36,4613.33,4206.67,4241.54,4219.49,4286.15,4621.54,4372.82,1
7364,4316.92,4025.64,4280.51,4140.0,4345.13,4625.64,4055.38,4623.08,4220.51,4244.62,4226.67,4290.77,4631.28,4383.59,1
7365,4322.05,4025.13,4281.03,4139.49,4342.05,4626.67,4061.03,4631.28,4230.77,4258.97,4235.38,4297.95,4640.0,4388.72,1
7366,4316.41,4024.1,4283.08,4138.46,4343.08,4632.82,4066.15,4630.26,4222.56,4258.46,4230.26,4301.03,4639.49,4385.64,1
7367,4310.26,4017.95,4279.49,4134.87,4340.0,4635.38,4068.21,4628.21,4215.38,4245.13,4221.03,4294.36,4632.82,4380.51,1
7368,4307.69,4013.33,4267.69,4126.67,4332.82,4631.28,4069.23,4631.28,4223.59,4239.49,4218.46,4287.18,4626.15,4377.44,1
7369,4310.77,4018.46,4263.59,4126.67,4335.9,4625.13,4064.62,4627.69,4219.49,4240.51,4215.38,4287.18,4626.67,4375.9,1
7370,4312.82,4025.64,4266.15,4134.87,4342.56,4621.54,4058.97,4620.51,4210.26,4241.03,4209.23,4285.64,4628.72,4378.46,1
7371,4313.33,4026.67,4267.18,4137.44,4339.49,4622.05,4062.05,4620.0,4217.44,4240.0,4208.21,4283.08,4628.21,4383.08,1
7372,4316.92,4021.54,4270.77,4132.31,4333.85,4625.13,4070.26,4626.15,4222.56,4241.03,4209.74,4285.13,4623.08,4382.05,1
7373,4320.0,4017.44,4276.92,4125.64,4332.82,4623.59,4067.18,4630.26,4220.0,4243.59,4208.21,4289.23,4618.97,4380.0,1
7374,4315.9,4016.92,4280.0,4128.72,4333.33,4618.97,4056.41,4623.59,4212.82,4242.05,4210.26,4291.79,4624.1,4382.56,1
7375,4313.85,4016.41,4277.44,4135.9,4328.72,4618.97,4055.38,4618.46,4209.74,4236.92,4209.74,4291.79,4628.21,4382.05,1
7376,4313.85,4011.79,4268.72,4130.26,4326.67,4620.51,4057.95,4623.59,4216.92,4237.95,4206.15,4289.74,4623.59,4378.97,1
7377,4311.28,4010.26,4267.18,4120.51,4329.74,4624.1,4061.03,4629.23,4216.92,4241.03,4205.64,4287.69,4621.54,4378.46,1
7378,4312.31,4012.31,4272.31,4122.05,4329.74,4630.26,4067.69,4627.69,4208.21,4237.44,4205.64,4285.64,4624.1,4378.97,1
7379,4313.85,4012.31,4268.21,4125.13,4327.18,4627.69,4068.72,4622.56,4210.77,4234.87,4205.64,4286.15,4627.18,4376.92,1
7380,4311.79,4012.31,4267.18,4124.1,4329.74,4619.49,4064.1,4622.56,4215.38,4237.95,4208.21,4288.21,4628.21,4376.92,1
7381,4312.82,4015.38,4277.44,4125.13,4333.33,4621.54,4067.18,4624.62,4209.23,4237.95,4208.21,4287.18,4625.13,4382.05,1
7382,4320.0,4018.97,4280.51,4128.72,4333.85,4627.18,4071.79,4627.69,4216.41,4237.44,4206.15,4289.23,4625.64,4387.18,1
7383,4326.15,4020.0,4277.95,4134.36,4335.9,4626.15,4068.72,4632.82,4234.36,4247.18,4212.82,4298.46,4637.44,4392.82,1
7384,4324.1,4018.46,4282.05,4139.49,4337.44,4626.15,4070.26,4633.85,4228.72,4255.38,4215.38,4301.54,4639.49,4389.23,1
7385,4312.82,4014.87,4278.46,4134.87,4334.36,4626.67,4075.9,4630.26,4210.77,4246.67,4202.05,4289.23,4619.49,4375.9,1
7386,4301.03,4004.1,4267.69,4124.1,4331.28,4622.05,4075.38,4625.13,4203.59,4232.31,4190.26,4279.49,4605.64,4366.15,1
7387,4298.46,3994.87,4263.08,4120.0,4327.69,4616.92,4075.38,4620.51,4201.54,4226.15,4189.23,4277.95,4602.05,4365.13,1
7388,4298.97,3996.92,4264.62,4123.08,4327.18,4617.44,4082.05,4618.97,4198.97,4226.67,4189.74,4278.97,4598.97,4366.67,1
7389,4297.95,3997.95,4265.64,4122.05,4327.69,4620.0,4087.18,4620.0,4201.03,4226.15,4189.74,4281.03,4601.03,4367.69,1
7390,4300.0,3998.46,4263.59,4122.05,4327.18,4619.49,4084.1,4622.05,4204.62,4225.13,4193.85,4283.08,4611.28,4374.87,1
7391,4312.31,4009.74,4268.72,4133.33,4328.72,4616.41,4077.95,4625.13,4205.64,4232.31,4201.03,4284.62,4620.0,4385.64,1
7392,4325.64,4021.54,4277.44,4140.51,4328.21,4617.95,4076.92,4626.15,4207.69,4237.95,4199.49,4283.08,4623.59,4388.21,1
